url,page,review_index,teks_ulasan,tanggal
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,1,"Mudah akses ke Botani Conventions, kebetulan ada acara di situ",Diulas 2 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,2,"Lokasi dekat mal, kuliner banyak, hotel bersih, asiklah",Diulas 4 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,3,"Salah satu hotel favorit anak-anak, apalagi kalau di weekday.. Kolam renang serasa punya sendiri 🤭. Nyaman, menyenangkan, staff yang ramah, makanan yang sesuai selera anak-anak saya. Terima kasih Santika Hotel Bogor.",Diulas 4 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,4,"Lokasi sangat strategis, akses ke mal langsung tanpa harus keluar hotel, ke lokasi wisata yang lain juga tidak jauh, staff-nya ramah dan yang paling penting kamar-nya nyaman banget. Sangat direkomendasikan sekali.",Diulas 5 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,5,"Kamarnya bersih dan rapi. Service-nya juga oke. Area kolam renangnya bagus, dan nuansanya sejuk. Makanannya oke dan variasinya banyak. Strategis lokasinya, dan menyatu dengan Mal Botani Square.",Diulas 5 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,6,"Nyaman tinggal di Hotel Santika, salah satu dekat mal Botani Square, cari makan minum gampang.",Diulas 5 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,7,Saya benar-benar menikmati masa menginap yang luar biasa di Hotel Santika Bogor.,Diulas 6 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,8,"Hotel di tengah kota, kamar dan toilet bersih, kamar lumayan besar, variasi makanan serta rasa ok.",Diulas 6 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,9,"Tempatnya enak, kamarnya nyaman, staf dan security-nya juga ramah, dekat dengan mal. Next kita nginep di sini lagi.",Diulas 6 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,10,"Staff hotel ramah, makanan enak",Diulas 7 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,11,"Sangat menyenangkan menginap di Santika Bogor. Kamarnya bersih, AC dingin, air kencang dan heater berfungsi dengan baik. Staff sangat friendly.",Diulas 7 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,12,"Santika Bogor berlokasi di dekat Kebun Raya yang ikonik, dengan cuaca dan pemandangan yang bagus, menjadikannya tempat yang paling indah untuk bersantai dan berolahraga pagi.",Diulas 7 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,13,"Sudah langganan jika berkunjung ke Bogor selalu menggunakan akomodasi ini, luaaar biasa menyenangkan.",Diulas 8 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,14,"Staf hotel ramah, hotel bersih, lokasi strategis, proses check-in dan check-out mudah.",Diulas 8 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,15,"Selama saya menginap meski cuma semalam, tapi sangat berkesan akan keramahan pelayanan staf hotelnya, kamar dan fasilitas wangi/harum, serta makanan sarapan pagi yang enak dan bervariasi. Lain kali meski di tempat lain selain di Bogor, Santika Hotel layak untuk jadi rekomendasi.",Diulas 8 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,16,Old hotel.. Jadi flat aja.. Cuma menang ada akses langsung ke mal,Diulas 8 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,17,"Pelayanan bagus, staff ramah, suasana hotel nyaman. Mantap👍",Diulas 8 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,18,"Nyaman, terkoneksi dengan pusat perbelanjaan, senang menggunakan akomodasi ini.",Diulas 8 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,19,"Staf ramah, hotel nempel mal dan ada masjid IPB di dalam kompleks hotel dan mal. Jadi lebih mudah salat di masjid. Dekat Tugu Kujang dan akses tol juga.",Diulas 9 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,20,"Saya beberapa kali menginap di sini karena memang lokasinya strategis. Ramadhan kali ini saya dan keluarga coba menginap lagi di sini, pengen merasakan sensasi makan sahur. Tapi kali ini agak kecewa. Variasi makanan sahur yang kurang bervariasi, ditambah lagi sejak pagi di kamar ada yang ketok-ketok di atas kamar yang cukup mengganggu sehingga mengganggu tidur kami dan keluarga. Yang berbeda di menginap kali ini adanya layanan valet mobil untuk parkir. Sangat membantu untuk kami dan keluarga gak kesusahan cari parkiran di mal.",Diulas 11 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,21,"Nyaman, akses mudah, nyari makan sebelah mal, satpamnya helpful.",Diulas 12 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,22,Dapat upgrade gratis dari kamar superior ke eksekutif,Diulas 12 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,23,"Lokasinya strategis, kamar cukup luas. Ada beberapa kendala tapi segera ditangani oleh pihak hotelnya. Terima kasih untuk cake-nya ya..",Diulas 13 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,24,Sangat memuaskan untuk tempat bersih dan makanan juga enak.,Diulas 13 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,25,"Hotel mendekati sempurna... Variasi sarapan saja yang perlu ditingkatkan, crew hotel sangat baik dan ramah.",Diulas 14 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,26,"Bisa early check-in, tapi pas mau masuk kartunya ga bisa dipakai dan nunggu 15 menit petugas. Kamarnya luas, sofanya empuk bisa buat tidur. Kamar mandi luas, ruang shower dan closet terpisah, ada bidetnya. Ada kulkasnya, TV lengkap, Wi-Fi di semua area bagus. Ada brankas, bantal, selimut, meja kerja super luas. Kolam renang ada buat anak dan bersih. Makanan variasi, bersih, pelayanan cepat. Lift super kecil, kalau bawa stroller 2 liftnya cepat nutup. Semoga next ada playground mini untuk anak. Dapat kamar di lantai 6 dan kalau sore dapat view sunset gunung bagus sekali.",Diulas 14 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,27,"Keren sih, dapat pujian kue ulang tahun, stafnya ramah pol",Diulas 17 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,28,Tempat yang bagus dan mudah diakses ke mal.,Diulas 18 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,29,"Penerangan kurang banget , sofa , kursi kotor , kamar kusam , hair dryer tidak ada ( harus request tapi pas hari itu dibilang tidak ada , habis dipakai kamar lain ) , AC berisik .  Overall kurang nyaman dengan harga yang didapat saat itu .",Diulas 18 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,30,Pelayanan buruk. Staf tidak terlalu membantu. Banyak masalah saat check-in.,Diulas 18 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,31,"Senang staycation di sini, anak-anak puas dengan fasilitas serta nyambung dengan mal Botani Square",Diulas 18 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,32,Sy seneng nginep dsini krn berdekatan dgn mall dan deket dgn kebun raya Bogor jd kita bisa olah raga muterin istana Bogor,Diulas 18 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,33,"Cocok untuk staycation keluarga, gedung 1 di Bogor Mall Citycenter.",Diulas 19 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,34,Ok banget dekat dengan mal dan pintu tol Bogor,Diulas 20 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,35,"Overall bagus, oke, baik, dalam segala hal.",Diulas 20 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,36,"Langganan ke sini tiap ke Bogor, keren. Check in cepat, check out juga cepat.",Diulas 20 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,37,"Sangat nyaman, akses ke mal-nya mudah, secara keseluruhan Hotel Santika Botani Square sangat memuaskan.",Diulas 21 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,38,"Staf hotel ramah, check in mudah, dekat masjid untuk jumatan",Diulas 21 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,39,"Dapat hadiah voucher menginap lagi dari Santika pas acara tahun baru.. Seruu acaranya, kamarnya nyaman banget dan bersih.. Pokoknya jadi langganan keluarga. ⭐⭐⭐⭐⭐",Diulas 21 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,1,40,"Kamar luas, bersih, lokasi strategis, staff ramah.",Diulas 21 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,2,1,"Senang sekali menginap di HS ini. Tinggal turun kalau mau ke mal, harganya juga terjangkau.",Diulas 21 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,2,2,"Selama menginap mendapatkan kesan baik. Keramahan petugas dirasakan semenjak di resepsionis, petugas yang membantu parkir, petugas yang membersihkan kamar, hingga petugas di eksekutif lounge saat periode free snacks.",Diulas 21 minggu lalu
https://www.traveloka.com/id-id/user/review/consumption/HOTEL/GENERAL/240423,2,3,Recommended buat liburan dengan keluarga,Diulas 21 minggu lalu
