column,value,split,full_count,full_pct,split_count,split_pct,abs_pct_diff
Platform,Traveloka,train,8826,0.5984946090730318,7062,0.598626769517674,0.00013216044464225973
Platform,Traveloka,validation,8826,0.5984946090730318,882,0.5979661016949153,0.000528507378116494
Platform,Traveloka,test,8826,0.5984946090730318,882,0.5979661016949153,0.000528507378116494
Platform,Agoda,train,3547,0.2405234963043331,2837,0.2404848690345003,3.862726983278053e-05
Platform,Agoda,validation,3547,0.2405234963043331,355,0.24067796610169492,0.00015446979736183364
Platform,Agoda,test,3547,0.2405234963043331,355,0.24067796610169492,0.00015446979736183364
Platform,Tiket,train,2374,0.16098189462263512,1898,0.16088836144782573,9.353317480939594e-05
Platform,Tiket,validation,2374,0.16098189462263512,238,0.16135593220338984,0.0003740375807547158
Platform,Tiket,test,2374,0.16098189462263512,238,0.16135593220338984,0.0003740375807547158
Nama_Hotel,Hotel Santika Bogor,train,2858,0.19380212924662643,2288,0.19394761380011868,0.0001454845534922533
Nama_Hotel,Hotel Santika Bogor,validation,2858,0.19380212924662643,285,0.19322033898305085,0.0005817902635755767
Nama_Hotel,Hotel Santika Bogor,test,2858,0.19380212924662643,285,0.19322033898305085,0.0005817902635755767
Nama_Hotel,Hotel Santika Mega City Bekasi,train,2848,0.1931240252254696,2278,0.1930999406628804,2.4084562589204994e-05
Nama_Hotel,Hotel Santika Mega City Bekasi,validation,2848,0.1931240252254696,285,0.19322033898305085,9.631375758126226e-05
Nama_Hotel,Hotel Santika Mega City Bekasi,test,2848,0.1931240252254696,285,0.19322033898305085,9.631375758126226e-05
Nama_Hotel,Hotel Santika Bandung,train,2650,0.17969756560656405,2120,0.17970670509451556,9.139487951503877e-06
Nama_Hotel,Hotel Santika Bandung,validation,2650,0.17969756560656405,265,0.17966101694915254,3.6548657411511476e-05
Nama_Hotel,Hotel Santika Bandung,test,2650,0.17969756560656405,265,0.17966101694915254,3.6548657411511476e-05
Nama_Hotel,Hotel Santika Depok,train,2498,0.16939038448498,1998,0.16936509282020853,2.5291664771470712e-05
Nama_Hotel,Hotel Santika Depok,validation,2498,0.16939038448498,250,0.1694915254237288,0.00010114093874880048
Nama_Hotel,Hotel Santika Depok,test,2498,0.16939038448498,250,0.1694915254237288,0.00010114093874880048
Nama_Hotel,Hotel Santika Cirebon,train,2050,0.13901132433715332,1640,0.13901839450707806,7.070169924738856e-06
Nama_Hotel,Hotel Santika Cirebon,validation,2050,0.13901132433715332,205,0.13898305084745763,2.8273489695695986e-05
Nama_Hotel,Hotel Santika Cirebon,test,2050,0.13901132433715332,205,0.13898305084745763,2.8273489695695986e-05
Nama_Hotel,Hotel Santika Tasikmalaya,train,1843,0.12497457109920662,1473,0.12486225311519877,0.00011231798400784809
Nama_Hotel,Hotel Santika Tasikmalaya,validation,1843,0.12497457109920662,185,0.12542372881355932,0.0004491577143526937
Nama_Hotel,Hotel Santika Tasikmalaya,test,1843,0.12497457109920662,185,0.12542372881355932,0.0004491577143526937
